ALPHA:1e-05, MAX_ITER: 5, TOL:1e-05, TOPK:5
{'precision': 0.001454402515723267, 'recall': 0.0017690678035477284, 'MAP': 0.0017280856918238995}

ALPHA:1e-05, MAX_ITER: 5, TOL:1e-05, TOPK:10
{'precision': 0.002967767295597499, 'recall': 0.0036416437508850485, 'MAP': 0.0033733921864081123}

ALPHA:1e-05, MAX_ITER: 5, TOL:1e-05, TOPK:20
{'precision': 0.00558176100628936, 'recall': 0.007311628520066911, 'MAP': 0.007075744671558351}

ALPHA:1e-05, MAX_ITER: 5, TOL:1e-05, TOPK:50
{'precision': 0.012784984276729297, 'recall': 0.0183477160254777, 'MAP': 0.015953837460691747}

ALPHA:1e-05, MAX_ITER: 5, TOL:1e-05, TOPK:100
{'precision': 0.01670597484276683, 'recall': 0.025324170141656006, 'MAP': 0.020221176733927235}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.0001, TOPK:5
{'precision': 0.001562499999999996, 'recall': 0.0018513119899990465, 'MAP': 0.001786269981656186}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.0001, TOPK:10
{'precision': 0.0026336477987421486, 'recall': 0.003425604652262605, 'MAP': 0.0031290127096436126}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.0001, TOPK:20
{'precision': 0.004775943396226455, 'recall': 0.006183689459410039, 'MAP': 0.0058490839011181035}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.0001, TOPK:50
{'precision': 0.012706367924528044, 'recall': 0.0182094665316851, 'MAP': 0.015625532298217962}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.0001, TOPK:100
{'precision': 0.017079402515722788, 'recall': 0.02593615473532771, 'MAP': 0.020801163412823117}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.001, TOPK:5
{'precision': 0.0015231918238993673, 'recall': 0.0018064489642486158, 'MAP': 0.0017762382075471712}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.001, TOPK:10
{'precision': 0.0028007075471698237, 'recall': 0.0036020278089878783, 'MAP': 0.0032618142907058075}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.001, TOPK:20
{'precision': 0.00531643081761011, 'recall': 0.007015559340529917, 'MAP': 0.006863016465758213}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.001, TOPK:50
{'precision': 0.012971698113207279, 'recall': 0.018728076992883414, 'MAP': 0.016121852616177417}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.001, TOPK:100
{'precision': 0.01727594339622592, 'recall': 0.026053820206066707, 'MAP': 0.02081483938242481}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.01, TOPK:5
{'precision': 0.0013954402515723237, 'recall': 0.001750400965432973, 'MAP': 0.0016343329620894479}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.01, TOPK:10
{'precision': 0.002761399371069194, 'recall': 0.0034407817928472193, 'MAP': 0.003207478926450041}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.01, TOPK:20
{'precision': 0.005758647798742193, 'recall': 0.007412664421677176, 'MAP': 0.007172595649895174}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.01, TOPK:50
{'precision': 0.012784984276729293, 'recall': 0.018440110471504196, 'MAP': 0.016048177083333268}

ALPHA:1e-05, MAX_ITER: 5, TOL:0.01, TOPK:100
{'precision': 0.01738404088050265, 'recall': 0.02637398932728463, 'MAP': 0.02091158117138357}

ALPHA:1e-05, MAX_ITER: 10, TOL:1e-05, TOPK:5
{'precision': 0.0014249213836477952, 'recall': 0.0016571653071369423, 'MAP': 0.0016240009171907754}

ALPHA:1e-05, MAX_ITER: 10, TOL:1e-05, TOPK:10
{'precision': 0.0027417452830188795, 'recall': 0.003480916320378563, 'MAP': 0.0032590163128930886}

ALPHA:1e-05, MAX_ITER: 10, TOL:1e-05, TOPK:20
{'precision': 0.005365566037735897, 'recall': 0.0070481563946544114, 'MAP': 0.006776047126135569}

ALPHA:1e-05, MAX_ITER: 10, TOL:1e-05, TOPK:50
{'precision': 0.012952044025156961, 'recall': 0.018576909859166622, 'MAP': 0.016133699663696634}

ALPHA:1e-05, MAX_ITER: 10, TOL:1e-05, TOPK:100
{'precision': 0.016922169811320286, 'recall': 0.025502365211624287, 'MAP': 0.02021332874737937}

ALPHA:1e-05, MAX_ITER: 10, TOL:0.0001, TOPK:5
{'precision': 0.0014150943396226382, 'recall': 0.0016335938728933381, 'MAP': 0.0015886645047169805}

